date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:30	115/115	---M--	400	error ('Bad%20Request')	application/json	date:Sun,%2018%20Aug%202024%2014:20:30%20GMT	https://gh.usembassy.gov/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgh.usembassy.gov%2Fu-s-supports-the-creation-of-marine-protected-areas-to-replenish-ghanas-fisheries-and-improve-livelihoods%2F&format=xml	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/oembed/1.0/embed6db1	(from https://gh.usembassy.gov/u-s-supports-the-creation-of-marine-protected-areas-to-replenish-ghanas-fisheries-and-improve-livelihoods/)
15:20:31	182461/182461	---M--	200	added ('OK')	image/jpeg	etag:%228cbcfb7531ca8cb39750b8fdaeba8f6b%22	https://gh.usembassy.gov/wp-content/uploads/sites/175/Sea-and-fishermen-1140x684.jpg	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-content/uploads/sites/175/Sea-and-fishermen-1140x684.jpg	(from https://gh.usembassy.gov/u-s-supports-the-creation-of-marine-protected-areas-to-replenish-ghanas-fisheries-and-improve-livelihoods/)
15:20:32	16144/16144	---MCZ	200	added ('OK')	application/json	date:Sun,%2018%20Aug%202024%2014:20:32%20GMT	https://gh.usembassy.gov/wp-json/wp/v2/posts/24191	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/wp/v2/posts/24191.json	(from https://gh.usembassy.gov/u-s-supports-insecticide-spraying-campaign-to-protect-over-one-million-ghanaians-from-malaria/)
15:20:33	138099/138099	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:14:21%20GMT	https://gh.usembassy.gov/?p=24191	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/index1a5d.html	(from https://gh.usembassy.gov/u-s-supports-insecticide-spraying-campaign-to-protect-over-one-million-ghanaians-from-malaria/)
15:20:33	115/115	---M--	400	error ('Bad%20Request')	application/json	date:Sun,%2018%20Aug%202024%2014:20:33%20GMT	https://gh.usembassy.gov/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgh.usembassy.gov%2Fu-s-supports-insecticide-spraying-campaign-to-protect-over-one-million-ghanaians-from-malaria%2F	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/oembed/1.0/embed631c	(from https://gh.usembassy.gov/u-s-supports-insecticide-spraying-campaign-to-protect-over-one-million-ghanaians-from-malaria/)
15:20:34	115/115	---M--	400	error ('Bad%20Request')	application/json	date:Sun,%2018%20Aug%202024%2014:20:34%20GMT	https://gh.usembassy.gov/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgh.usembassy.gov%2Fu-s-supports-insecticide-spraying-campaign-to-protect-over-one-million-ghanaians-from-malaria%2F&format=xml	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/oembed/1.0/embedaf99	(from https://gh.usembassy.gov/u-s-supports-insecticide-spraying-campaign-to-protect-over-one-million-ghanaians-from-malaria/)
15:20:35	165267/165267	---M--	200	added ('OK')	image/jpeg	etag:%2289168815db277b679df0ec6c177662f0%22	https://gh.usembassy.gov/wp-content/uploads/sites/175/IRS-Spraying-1-1140x684.jpg	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-content/uploads/sites/175/IRS-Spraying-1-1140x684.jpg	(from https://gh.usembassy.gov/u-s-supports-insecticide-spraying-campaign-to-protect-over-one-million-ghanaians-from-malaria/)
15:20:36	18944/18944	---MCZ	200	added ('OK')	application/json	date:Sun,%2018%20Aug%202024%2014:20:36%20GMT	https://gh.usembassy.gov/wp-json/wp/v2/posts/24184	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/wp/v2/posts/24184.json	(from https://gh.usembassy.gov/u-s-invests-ten-million-ghana-cedis-in-sustainable-fonio-production-to-increase-food-security-and-economic-opportunities-in-ghanas-north/)
15:20:37	138099/138099	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:14:21%20GMT	https://gh.usembassy.gov/?p=24184	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/index7f31.html	(from https://gh.usembassy.gov/u-s-invests-ten-million-ghana-cedis-in-sustainable-fonio-production-to-increase-food-security-and-economic-opportunities-in-ghanas-north/)
15:20:37	115/115	---M--	400	error ('Bad%20Request')	application/json	date:Sun,%2018%20Aug%202024%2014:20:37%20GMT	https://gh.usembassy.gov/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgh.usembassy.gov%2Fu-s-invests-ten-million-ghana-cedis-in-sustainable-fonio-production-to-increase-food-security-and-economic-opportunities-in-ghanas-north%2F	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/oembed/1.0/embed6238	(from https://gh.usembassy.gov/u-s-invests-ten-million-ghana-cedis-in-sustainable-fonio-production-to-increase-food-security-and-economic-opportunities-in-ghanas-north/)
15:20:38	115/115	---M--	400	error ('Bad%20Request')	application/json	date:Sun,%2018%20Aug%202024%2014:20:38%20GMT	https://gh.usembassy.gov/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgh.usembassy.gov%2Fu-s-invests-ten-million-ghana-cedis-in-sustainable-fonio-production-to-increase-food-security-and-economic-opportunities-in-ghanas-north%2F&format=xml	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/oembed/1.0/embedfbda	(from https://gh.usembassy.gov/u-s-invests-ten-million-ghana-cedis-in-sustainable-fonio-production-to-increase-food-security-and-economic-opportunities-in-ghanas-north/)
15:20:39	195674/195674	---M--	200	added ('OK')	image/jpeg	etag:%2220b6d720616a564f8bee4660f877d0fc%22	https://gh.usembassy.gov/wp-content/uploads/sites/175/Grace-Fonio-Packaging-1-1140x684.jpg	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-content/uploads/sites/175/Grace-Fonio-Packaging-1-1140x684.jpg	(from https://gh.usembassy.gov/u-s-invests-ten-million-ghana-cedis-in-sustainable-fonio-production-to-increase-food-security-and-economic-opportunities-in-ghanas-north/)
15:20:40	4324/4324	---MCZ	200	added ('OK')	application/json	date:Sun,%2018%20Aug%202024%2014:20:39%20GMT	https://gh.usembassy.gov/wp-json/wp/v2/categories/1740	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/wp/v2/categories/1740.json	(from https://gh.usembassy.gov/category/alert/)
15:20:40	12322/12322	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2015%20Aug%202024%2014:19:19%20GMT	https://gh.usembassy.gov/category/alert/feed/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/category/alert/feed/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:41	1251/1251	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2008%20Aug%202024%2020:43:15%20GMT	https://gh.usembassy.gov/wp-includes/js/wp-embed.min.js?ver=bedd5ad5187a0c99b30ea2a3cb230b2d	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-includes/js/wp-embed.min627f.js	(from https://gh.usembassy.gov/category/alert/)
15:20:42	138460/138460	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:41%20GMT	https://gh.usembassy.gov/ghana-level-2-exercise-increased-caution/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/ghana-level-2-exercise-increased-caution/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:43	135846/135846	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:41%20GMT	https://gh.usembassy.gov/demonstration-alert-11042022/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/demonstration-alert-11042022/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:44	141012/141012	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:42%20GMT	https://gh.usembassy.gov/health-alert-monkeypox-u-s-embassy-accra-ghana/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-monkeypox-u-s-embassy-accra-ghana/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:44	141432/141432	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:42%20GMT	https://gh.usembassy.gov/health-alert-marburg-virus-disease-u-s-embassy-accra-ghana/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-marburg-virus-disease-u-s-embassy-accra-ghana/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:45	136836/136836	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:44%20GMT	https://gh.usembassy.gov/demonstration-alert-062922/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/demonstration-alert-062922/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:45	139606/139606	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:44%20GMT	https://gh.usembassy.gov/message-for-u-s-citizens-postponement-of-virtual-town-hall-for-u-s-citizens-to-july-7-at-300-pm/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/message-for-u-s-citizens-postponement-of-virtual-town-hall-for-u-s-citizens-to-july-7-at-300-pm/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:45	139875/139875	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:45%20GMT	https://gh.usembassy.gov/demonstration-alert-u-s-embassy-accra-ghana-june-28-and-29-2022/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/demonstration-alert-u-s-embassy-accra-ghana-june-28-and-29-2022/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:46	139445/139445	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:45%20GMT	https://gh.usembassy.gov/virtual-town-hall-for-u-s-citizens-with-u-s-ambassador-virginia-palmer/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/virtual-town-hall-for-u-s-citizens-with-u-s-ambassador-virginia-palmer/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:47	4484/4484	---MCZ	200	added ('OK')	application/json	date:Sun,%2018%20Aug%202024%2014:20:46%20GMT	https://gh.usembassy.gov/wp-json/wp/v2/categories/5190	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/wp/v2/categories/5190.json	(from https://gh.usembassy.gov/category/notification/)
15:20:48	139057/139057	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:47%20GMT	https://gh.usembassy.gov/health-alert-u-s-embassy-accra-june-12-2022/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-u-s-embassy-accra-june-12-2022/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:48	140864/140864	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:47%20GMT	https://gh.usembassy.gov/health-alert-covid-19-u-s-embassy-accra-ghana/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-covid-19-u-s-embassy-accra-ghana/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:49	139272/139272	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:47%20GMT	https://gh.usembassy.gov/health-alert-covid-19-vaccination-clinic-on-may-4-june-8-and-july-6-2022/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-covid-19-vaccination-clinic-on-may-4-june-8-and-july-6-2022/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:49	143926/143926	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:48%20GMT	https://gh.usembassy.gov/message-for-u-s-citizens-travel-to-the-united-states-on-expired-u-s-passports/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/message-for-u-s-citizens-travel-to-the-united-states-on-expired-u-s-passports/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:49	139138/139138	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:49%20GMT	https://gh.usembassy.gov/security-alert-northern-ghana/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/security-alert-northern-ghana/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:50	141030/141030	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:49%20GMT	https://gh.usembassy.gov/health-alert-moderate-level-of-covid-19-in-ghana-u-s-embassy-accra-ghana/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-moderate-level-of-covid-19-in-ghana-u-s-embassy-accra-ghana/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:51	136638/136638	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:50%20GMT	https://gh.usembassy.gov/alert-02092022/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/alert-02092022/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:51	18324/18324	---MCZ	200	added ('OK')	application/json	date:Sun,%2018%20Aug%202024%2014:20:50%20GMT	https://gh.usembassy.gov/wp-json/wp/v2/posts/24150	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/wp/v2/posts/24150.json	(from https://gh.usembassy.gov/u-s-funded-power-africa-program-expands-access-to-clean-and-affordable-energy-for-ghanaians/)
15:20:52	143455/143455	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:51%20GMT	https://gh.usembassy.gov/alert-travel-to-the-united-states-on-expired-u-s-passports/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/alert-travel-to-the-united-states-on-expired-u-s-passports/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:52	144162/144162	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:51%20GMT	https://gh.usembassy.gov/health-alert-covid-19-and-yellow-fever-u-s-embassy-accra-ghana-20-january-2022/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-covid-19-and-yellow-fever-u-s-embassy-accra-ghana-20-january-2022/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:53	137739/137739	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:52%20GMT	https://gh.usembassy.gov/new-vaccine-requirement-for-travel-to-ghana-121021/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/new-vaccine-requirement-for-travel-to-ghana-121021/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:53	139662/139662	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:53%20GMT	https://gh.usembassy.gov/message-for-u-s-citizens-updated-requirements-for-air-travelers-to-the-u-s-due-to-covid-19/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/message-for-u-s-citizens-updated-requirements-for-air-travelers-to-the-u-s-due-to-covid-19/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:53	115/115	---M--	400	error ('Bad%20Request')	application/json	date:Sun,%2018%20Aug%202024%2014:20:53%20GMT	https://gh.usembassy.gov/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgh.usembassy.gov%2Fu-s-funded-power-africa-program-expands-access-to-clean-and-affordable-energy-for-ghanaians%2F	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/oembed/1.0/embed34a7	(from https://gh.usembassy.gov/u-s-funded-power-africa-program-expands-access-to-clean-and-affordable-energy-for-ghanaians/)
15:20:53	106916/106916	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Aug%202024%2014:20:53%20GMT	https://gh.usembassy.gov/demonstration-alert-07052021/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/demonstration-alert-07052021/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:54	142857/142857	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:54%20GMT	https://gh.usembassy.gov/travel-advisory-de-escalation-061121/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/travel-advisory-de-escalation-061121/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:55	143852/143852	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:54%20GMT	https://gh.usembassy.gov/message-to-u-s-citizens-use-of-expired-passports-for-direct-return-to-the-united-states/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/message-to-u-s-citizens-use-of-expired-passports-for-direct-return-to-the-united-states/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:55	145067/145067	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:54%20GMT	https://gh.usembassy.gov/u-s-travel-advisory-de-escalation-from-level-3-to-level-2-exercise-increased-caution-in-ghana-due-to-covid-19/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/u-s-travel-advisory-de-escalation-from-level-3-to-level-2-exercise-increased-caution-in-ghana-due-to-covid-19/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:55	115/115	---M--	400	error ('Bad%20Request')	application/json	date:Sun,%2018%20Aug%202024%2014:20:54%20GMT	https://gh.usembassy.gov/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgh.usembassy.gov%2Fu-s-funded-power-africa-program-expands-access-to-clean-and-affordable-energy-for-ghanaians%2F&format=xml	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/oembed/1.0/embed49e7	(from https://gh.usembassy.gov/u-s-funded-power-africa-program-expands-access-to-clean-and-affordable-energy-for-ghanaians/)
15:20:55	143393/143393	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:55%20GMT	https://gh.usembassy.gov/ghana-level-3-reconsider-travel/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/ghana-level-3-reconsider-travel/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:56	139865/139865	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:55%20GMT	https://gh.usembassy.gov/travel-advisory-reconsider-travel-to-ghana-due-to-covid-19/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/travel-advisory-reconsider-travel-to-ghana-due-to-covid-19/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:56	141539/141539	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:56%20GMT	https://gh.usembassy.gov/health-alert-department-of-state-bureau-of-consular-affairs/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-department-of-state-bureau-of-consular-affairs/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:57	138779/138779	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:56%20GMT	https://gh.usembassy.gov/demonstration-alert-u-s-embassy-accra-ghana-2/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/demonstration-alert-u-s-embassy-accra-ghana-2/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:58	136395/136395	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:57%20GMT	https://gh.usembassy.gov/travel-advisory-u-s-embassy-accra-ghana-09252020/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/travel-advisory-u-s-embassy-accra-ghana-09252020/index.html	(from https://gh.usembassy.gov/category/alert/)
15:20:59	138251/138251	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:57%20GMT	https://gh.usembassy.gov/traffic-alert-u-s-embassy-accra-ghana/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/traffic-alert-u-s-embassy-accra-ghana/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:00	140816/140816	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:58%20GMT	https://gh.usembassy.gov/travel-alert-092220/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/travel-alert-092220/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:00	230284/230284	---M--	200	added ('OK')	image/jpeg	etag:%22fb6e8d27957153e75f1f34a605493cf7%22	https://gh.usembassy.gov/wp-content/uploads/sites/175/Wiring-Professional-3.jpg	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-content/uploads/sites/175/Wiring-Professional-3.jpg	(from https://gh.usembassy.gov/u-s-funded-power-africa-program-expands-access-to-clean-and-affordable-energy-for-ghanaians/)
15:21:00	142222/142222	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:20:59%20GMT	https://gh.usembassy.gov/travel-alert-u-s-embassy-accra-ghana-08312020/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/travel-alert-u-s-embassy-accra-ghana-08312020/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:00	142181/142181	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:00%20GMT	https://gh.usembassy.gov/alert-u-s-embassy-accra-ghana-august-21-2020/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/alert-u-s-embassy-accra-ghana-august-21-2020/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:02	24878/24878	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2018%20Aug%202024%2014:21:01%20GMT	https://gh.usembassy.gov/alert%e2%80%af-u-s-embassy-accra-ghana-3/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/alert%e2%80%af-u-s-embassy-accra-ghana-3/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:02	4782/4782	---MCZ	200	added ('OK')	application/json	date:Sun,%2018%20Aug%202024%2014:21:01%20GMT	https://gh.usembassy.gov/wp-json/wp/v2/categories/69	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/wp/v2/categories/69.json	(from https://gh.usembassy.gov/category/regions/africa/)
15:21:02	142706/142706	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:01%20GMT	https://gh.usembassy.gov/travel-advisory-8720/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/travel-advisory-8720/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:03	142582/142582	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:02%20GMT	https://gh.usembassy.gov/alert-u-s-embassy-accra-ghana/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/alert-u-s-embassy-accra-ghana/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:04	143081/143081	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:03%20GMT	https://gh.usembassy.gov/travel-alert-u-s-embassy-accra-ghana-august-5-2020/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/travel-alert-u-s-embassy-accra-ghana-august-5-2020/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:04	138819/138819	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:03%20GMT	https://gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-8/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-8/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:05	25012/25012	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2018%20Aug%202024%2014:21:03%20GMT	https://gh.usembassy.gov/alert%e2%80%af-u-s-embassy-accra-ghana-2/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/alert%e2%80%af-u-s-embassy-accra-ghana-2/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:05	24949/24949	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2018%20Aug%202024%2014:21:04%20GMT	https://gh.usembassy.gov/alert%e2%80%af-u-s-embassy-accra-ghana/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/alert%e2%80%af-u-s-embassy-accra-ghana/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:05	142681/142681	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:05%20GMT	https://gh.usembassy.gov/travel-alert-u-s-embassy-accra-ghana-july-14-2020/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/travel-alert-u-s-embassy-accra-ghana-july-14-2020/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:06	142901/142901	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:05%20GMT	https://gh.usembassy.gov/travel-alert-u-s-embassy-accra-ghana/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/travel-alert-u-s-embassy-accra-ghana/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:06	4471/4471	---MCZ	200	added ('OK')	application/json	date:Sun,%2018%20Aug%202024%2014:21:05%20GMT	https://gh.usembassy.gov/wp-json/wp/v2/categories/61	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/wp-json/wp/v2/categories/61.json	(from https://gh.usembassy.gov/category/us-and-gh/)
15:21:08	141187/141187	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:06%20GMT	https://gh.usembassy.gov/alert-071020/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/alert-071020/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:08	142280/142280	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:06%20GMT	https://gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-07032020/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-07032020/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:09	141684/141684	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:07%20GMT	https://gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-june-19-2020/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-june-19-2020/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:09	141028/141028	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:07%20GMT	https://gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-06252020/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-06252020/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:09	144483/144483	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:09%20GMT	https://gh.usembassy.gov/health-alert-accra-ghana/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-accra-ghana/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:10	145740/145740	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:10%20GMT	https://gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-7/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-7/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:10	138882/138882	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Aug%202024%2014:21:10%20GMT	https://gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-05282020/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health-alert-u-s-embassy-accra-ghana-05282020/index.html	(from https://gh.usembassy.gov/category/alert/)
15:21:11	26110/26110	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2018%20Aug%202024%2014:21:10%20GMT	https://gh.usembassy.gov/health%e2%80%afalert-u-s-embassy-accra-ghana-4/	C:/My%20Web%20Sites/ghana/gh.usembassy.gov/health%e2%80%afalert-u-s-embassy-accra-ghana-4/index.html	(from https://gh.usembassy.gov/category/alert/)
